738,Əbədi Məşəl - Şəhidlər Xiyabanı,,,,,,,0103000020E610000001000000070000000000006032EA484000000080832D44400000002031EA4840000000C0822D4440000000C02FEA484000000040832D4440000000A02FEA484000000060842D4440000000C030EA484000000040852D44400000004032EA4840000000A0842D44400000006032EA484000000080832D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,"{""historic"": ""memorial"", ""memorial"": ""war_memorial""}",249230198,1704100755
739,,,,,,,,0103000020E61000000100000005000000000000C0E7E94840000000208E2D4440000000C0E6E94840000000808B2D444000000000DEE94840000000808D2D444000000020DFE9484000000020902D4440000000C0E7E94840000000208E2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249230195,1442767890
740,,,,,,,,0103000020E6100000010000000500000000000020DFE9484000000020902D444000000000DEE94840000000808D2D444000000020D3E9484000000000902D444000000020D4E94840000000A0922D444000000020DFE9484000000020902D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249230206,1442767889
741,,,,,,,,0103000020E6100000010000000500000000000000D0E9484000000080962D444000000020CDE94840000000A0922D444000000060C7E9484000000000952D444000000040CAE94840000000E0982D444000000000D0E9484000000080962D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249226388,1442767889
742,,,,,,,,0103000020E61000000100000005000000000000204CE9484000000040102D4440000000804AE94840000000A00F2D44400000006048E94840000000C0122D4440000000004AE9484000000080132D4440000000204CE9484000000040102D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249222462,1385831970
743,,,,,,,,0103000020E610000001000000140000000000008064E9484000000000212D44400000006066E94840000000E0202D44400000004067E9484000000060212D4440000000A06DE9484000000040202D4440000000E06DE9484000000000212D44400000006070E9484000000040202D4440000000C074E94840000000E01E2D44400000008078E94840000000A0232D4440000000E07DE9484000000020212D44400000002081E94840000000401F2D44400000002084E94840000000201D2D4440000000A07FE9484000000060192D44400000000081E9484000000040182D4440000000807DE9484000000060152D4440000000607AE94840000000A0172D44400000004076E94840000000A0192D44400000008070E94840000000801B2D4440000000406BE94840000000C01C2D44400000004064E94840000000A01D2D44400000008064E9484000000000212D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249230214,1658438514
744,,,,,,,,0103000020E61000000100000005000000000000801DE94840000000A0232D4440000000401FE94840000000A0172D44400000004018E9484000000000172D44400000008016E9484000000000232D4440000000801DE94840000000A0232D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080381434,1658438114
745,,,,,,,,0103000020E61000000100000005000000000000E036E94840000000203C2D4440000000003CE94840000000402D2D4440000000A02FE94840000000C02A2D4440000000802AE94840000000C0392D4440000000E036E94840000000203C2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153575914,1436166693
746,,,,,,,,0103000020E61000000100000005000000000000A036E94840000000C0582D4440000000A037E94840000000A0532D4440000000A030E94840000000C0522D4440000000A02FE94840000000E0572D4440000000A036E94840000000C0582D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080381435,1658438114
747,,,,,,,,0103000020E61000000100000005000000000000602EE94840000000005D2D4440000000602FE94840000000E0572D44400000006028E9484000000020572D44400000004027E94840000000405C2D4440000000602EE94840000000005D2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080381436,1658438114
748,,,,,,,,0103000020E610000001000000050000000000008053E94840000000005C2D4440000000A051E9484000000080592D4440000000C04DE94840000000205B2D4440000000804FE94840000000A05D2D44400000008053E94840000000005C2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080381432,1658438114
749,,,,,,,,0103000020E610000001000000050000000000000026E9484000000020612D44400000000027E94840000000005C2D44400000000020E94840000000405B2D4440000000001FE9484000000060602D44400000000026E9484000000020612D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080381437,1658438114
750,,,,,,,,0103000020E61000000100000005000000000000206BE94840000000E0602D4440000000E064E94840000000005E2D4440000000A060E9484000000080632D44400000000067E9484000000060662D4440000000206BE94840000000E0602D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249226384,1385832847
751,,,,,,,,0103000020E61000000100000005000000000000C099E94840000000807E2D44400000002095E94840000000807F2D4440000000A096E9484000000080832D4440000000609BE9484000000080822D4440000000C099E94840000000807E2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249230217,1440220942
752,,,,,,,,0103000020E61000000100000005000000000000E07EE8484000000080472D4440000000207AE8484000000040402D44400000000075E8484000000020422D4440000000C079E8484000000080492D4440000000E07EE8484000000080472D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,"{""building"": ""hut""}",152616557,1330599997
753,,,,,,,,0103000020E6100000010000000500000000000060A4E84840000000204F2D4440000000E0ABE84840000000C0452D4440000000A098E84840000000803C2D44400000006090E8484000000000462D444000000060A4E84840000000204F2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153780126,1442736446
754,,,,,,,,0103000020E61000000100000005000000000000E0ACE8484000000000582D4440000000A0B8E8484000000040492D444000000080B0E84840000000C0452D444000000000A5E8484000000060542D4440000000E0ACE8484000000000582D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153780079,1442735459
755,,,,,,,,0103000020E6100000010000000500000000000040D8E8484000000020592D444000000000E0E84840000000604F2D4440000000C0CFE84840000000E0472D444000000000C8E8484000000080512D444000000040D8E8484000000020592D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080353847,1658430713
756,,,,,,,,0103000020E61000000100000007000000000000E083E84840000000605E2D4440000000C08CE8484000000020542D44400000000088E84840000000604C2D4440000000407FE8484000000000502D44400000004082E84840000000E0532D4440000000407CE84840000000C05A2D4440000000E083E84840000000605E2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,152616543,1436166694
757,,,,,,,,0103000020E6100000010000000500000000000060B8E8484000000000612D444000000060C6E84840000000204F2D444000000000BEE84840000000604B2D444000000000B0E84840000000205D2D444000000060B8E8484000000000612D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562904,1442735455
758,,,,,,,,0103000020E6100000010000000700000000000000D0E84840000000205D2D4440000000A0D3E84840000000E05E2D444000000040D8E8484000000020592D444000000000C8E8484000000080512D444000000060C3E8484000000040572D4440000000E0C6E84840000000E0582D444000000000D0E84840000000205D2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562905,1442735455
759,,,,,,,,0103000020E61000000100000009000000000000A0B4E84840000000C0652D444000000060B8E8484000000000612D444000000000B0E84840000000205D2D444000000080ACE84840000000A05B2D444000000080AAE84840000000405E2D444000000060A0E84840000000A0592D4440000000C09EE8484000000000592D4440000000209DE84840000000205B2D4440000000A0B4E84840000000C0652D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562906,1658428304
760,,,,,,,,0103000020E6100000010000000D00000000000020C8E84840000000006D2D4440000000A0D3E84840000000E05E2D444000000000D0E84840000000205D2D4440000000E0C8E8484000000000662D4440000000E0C6E8484000000000652D4440000000A0C5E8484000000080662D444000000000C0E84840000000E0632D444000000020C1E8484000000080622D4440000000A0BFE84840000000C0612D4440000000E0C6E84840000000E0582D444000000060C3E8484000000040572D4440000000E0B7E8484000000080652D444000000020C8E84840000000006D2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562903,1442735455
761,,,,,,,,0103000020E61000000100000009000000000000208EE8484000000060652D44400000006090E84840000000C0622D4440000000609BE8484000000040682D4440000000C099E84840000000206A2D444000000020A0E84840000000406D2D444000000060A5E8484000000000672D4440000000C08DE84840000000605B2D4440000000E087E8484000000040622D4440000000208EE8484000000060652D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,152616483,1505298403
762,,,,,,,,0103000020E6100000010000000700000000000060D5E84840000000A06E2D444000000040D8E84840000000406B2D444000000020E9E84840000000A0732D444000000080ECE84840000000806F2D4440000000C0D5E8484000000040642D444000000060CFE84840000000A06B2D444000000060D5E84840000000A06E2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562185,1442734726
763,,,,,,,,0103000020E6100000010000000D00000000000000AAE8484000000020712D444000000060AAE84840000000A0702D4440000000C0ABE8484000000060712D444000000060ABE84840000000C0712D444000000060AFE84840000000A0732D444000000000B3E84840000000406F2D4440000000E0AEE84840000000406D2D444000000040AEE84840000000006E2D4440000000E0ACE84840000000406D2D444000000060ADE84840000000C06C2D4440000000C0A9E84840000000006B2D444000000040A6E84840000000406F2D444000000000AAE8484000000020712D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153571476,1505298330
764,Prestij Palas,,,,,,,0103000020E6100000010000000D000000000000607DE8484000000060682D4440000000608CE84840000000406F2D44400000002083E84840000000E07A2D4440000000C06EE8484000000080712D44400000002078E84840000000C0652D44400000008079E8484000000060662D4440000000207DE84840000000C0612D4440000000A074E84840000000E05D2D4440000000A063E8484000000020732D4440000000A085E84840000000E0822D4440000000A096E84840000000A06D2D44400000002081E84840000000A0632D4440000000607DE8484000000060682D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153572207,1505298402
765,,,,,,,,0103000020E6100000010000000500000000000060AFE84840000000A0732D444000000020B1E8484000000080742D4440000000C0B4E8484000000020702D444000000000B3E84840000000406F2D444000000060AFE84840000000A0732D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1080349914,1658429297
766,,,,,,,,0103000020E6100000010000000500000000000080B6E84840000000E0762D444000000020BCE8484000000080732D4440000000C0B4E8484000000020702D444000000020B1E8484000000080742D444000000080B6E84840000000E0762D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371564332,1658429297
767,,,,,,,,0103000020E610000001000000050000000000006093E8484000000040842D4440000000A0A0E84840000000A0732D4440000000609CE84840000000A0712D4440000000008FE8484000000040822D44400000006093E8484000000040842D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153572326,1505298298
768,,,,,,,,0103000020E6100000010000000500000000000020A6E84840000000E08C2D4440000000E0B3E84840000000607C2D444000000080AFE84840000000407A2D4440000000E0A1E84840000000E08A2D444000000020A6E84840000000E08C2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153571691,1505298266
769,,,,,,,,0103000020E61000000100000005000000000000C096E84840000000E0842D4440000000A093E8484000000000892D4440000000209CE84840000000A08C2D4440000000209FE8484000000080882D4440000000C096E84840000000E0842D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153571869,1505298286
770,,,,,,,,0103000020E61000000100000017000000000000000BE94840000000808E2D44400000008008E94840000000608D2D4440000000C005E94840000000008D2D44400000008006E94840000000808C2D44400000000004E94840000000408C2D44400000004004E94840000000808B2D4440000000A001E94840000000608B2D44400000004002E94840000000808A2D4440000000A0FFE84840000000808A2D44400000000000E94840000000C0892D444000000080FDE8484000000060892D444000000000FDE84840000000008A2D444000000080F8E84840000000E0872D4440000000C0F5E84840000000408B2D4440000000E0FAE84840000000C08D2D444000000080FCE84840000000408C2D4440000000C006E9484000000040912D4440000000E004E9484000000020922D44400000006005E9484000000080922D44400000002009E9484000000040962D4440000000A012E9484000000080902D4440000000E00EE94840000000E08C2D4440000000000BE94840000000808E2D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153522175,1658428304
771,,,,,,,,0103000020E6100000010000000500000000000080E7E84840000000C0942D444000000080EDE84840000000C08C2D4440000000C0E7E84840000000608A2D4440000000C0E1E8484000000040922D444000000080E7E84840000000C0942D4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,371562183,1505298575
772,,,,,,,,0103000020E61000000100000005000000000000E01AEB4840000000003B2C4440000000E01EEB4840000000603C2C4440B1D1570522EB48400590151E372C44402FAE24311DEB48400590151E372C4440000000E01AEB4840000000003B2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,730282638,1658866083
773,,,,,,,,0103000020E610000001000000070000000000006023EB4840000000A03F2C44400000006029EB4840000000C0412C4440000000602AEB484000000020402C4440000000C028EB4840000000A03F2C4440FD6B73B62DEB48400590151E372C44406D1F814728EB48400590151E372C44400000006023EB4840000000A03F2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1082421371,1659133747
774,,,,,,,,0103000020E6100000010000000700000000000080D2EA484000000040492C444000000060D9EA4840000000404C2C444000000020DCEA4840000000C0482C4440000000C0D9EA4840000000A0472C4440FCD36F21E6EA48400590151E372C4440FCD36F19E0EA48400590151E372C444000000080D2EA484000000040492C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,370707139,1658866083
775,,,,,,,,0103000020E61000000100000004000000ED2D69B042EB48400590151E372C444077B6AF2C42EB48400590151E372C4440000000A042EB484000000040372C4440ED2D69B042EB48400590151E372C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,452521000,1659133747
776,,,,,,,,0103000020E610000001000000060000000000004062EB484000000040382C4440000000A06DEB4840000000403B2C4440000000606FEB484000000080372C4440BE6CBCEC6DEB48400590151E372C444053454BC762EB48400590151E372C44400000004062EB484000000040382C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,452520995,1658866083
777,,,,,,,,0103000020E61000000100000009000000000000808FEB4840000000203E2C4440000000208EEB4840000000C03D2C44406CE1F14A91EB48400590151E372C4440D72C2CF88AEB48400590151E372C44400000008088EB4840000000603C2C4440000000A086EB4840000000E03B2C44400000000085EB4840000000403F2C4440000000C08DEB4840000000C0412C4440000000808FEB4840000000203E2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,346845765,1658866083
778,,,,,,,,0103000020E6100000010000000600000000000020A4EB484000000080372C44401008E4DFA2EB48400590151E372C4440FE37F51098EB48400590151E372C44400000004093EB4840000000C0402C44400000000099EB484000000040422C444000000020A4EB484000000080372C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249204941,1658866083
779,,,,,,,,0103000020E61000000100000006000000000000A042EB484000000040372C444077B6AF2C42EB48400590151E372C4440397AC8A43DEB48400590151E372C44400000004033EB484000000000472C44400000008037EB4840000000A0482C4440000000A042EB484000000040372C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,452520999,1658866083
780,,,,,,,,0103000020E61000000100000007000000000000807FEA4840000000C0412C4440000000A080EA484000000040402C4440000000A083EA484000000080412C44400000008086EA4840000000E03D2C4440000000C080EA4840000000203B2C4440000000A07CEA484000000060402C4440000000807FEA4840000000C0412C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1081626768,1658870785
781,,,,,,,,0103000020E610000001000000050000000000006070EA4840000000804A2C4440000000E075EA484000000080432C4440000000E070EA484000000040412C4440000000606BEA484000000040482C44400000006070EA4840000000804A2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1081626769,1658870785
782,,,,,,,,0103000020E6100000010000000500000000000020BAEA4840000000208E2C4440000000C0C4EA484000000020802C444000000060C0EA4840000000207E2C4440000000C0B5EA4840000000408C2C444000000020BAEA4840000000208E2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,370707130,1658866083
783,,,,,,,,0103000020E6100000010000000500000000000040BCEA4840000000609C2C444000000060C0EA484000000000972C4440000000E0BAEA484000000080942C4440000000E0B6EA4840000000009A2C444000000040BCEA4840000000609C2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1081613054,1658866083
784,,,,,,,,0103000020E61000000100000005000000000000A066EB4840000000C0392C44400000004061EB484000000040382C4440000000805AEB484000000020462C4440000000E05FEB4840000000A0472C4440000000A066EB4840000000C0392C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,452520997,1658866083
785,,,,,,,,0103000020E61000000100000007000000000000A095EB484000000040492C44400000004098EB484000000040432C4440000000C093EB484000000020422C44400000004092EB484000000080452C4440000000008BEB4840000000A0432C4440000000E089EB484000000040462C4440000000A095EB484000000040492C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,358731562,1658866083
786,,,,,,,,0103000020E61000000100000007000000000000807DEB4840000000403F2C44400000006077EB4840000000A03D2C44400000004071EB4840000000804A2C44400000002064EB4840000000E0462C4440000000E062EB4840000000A0492C44400000002076EB4840000000E04E2C4440000000807DEB4840000000403F2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,346845764,1658869497
787,,,,,,,,0103000020E61000000200000005000000000000A054EB4840000000E0462C4440000000A047EB484000000040422C44400000008041EB4840000000204C2C4440000000804EEB4840000000C0502C4440000000A054EB4840000000E0462C444005000000000000A049EB4840000000C0462C4440000000804DEB484000000020482C4440000000C04BEB4840000000004B2C4440000000E047EB4840000000A0492C4440000000A049EB4840000000C0462C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,"{""type"": ""multipolygon""}",3113545746,1478807607
788,,,,,,,,0103000020E61000000100000005000000000000C068EB484000000080532C4440000000606AEB484000000080502C4440000000A066EB4840000000404F2C44400000000065EB484000000060522C4440000000C068EB484000000080532C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1081622937,1658869497
789,,,,,,,,0103000020E6100000010000000F000000000000A057EB4840000000605C2C4440000000E05BEB484000000060542C44400000000061EB4840000000804A2C4440000000805CEB484000000020492C4440000000C05AEB4840000000804C2C4440000000005AEB4840000000604C2C44400000006059EB4840000000A04D2C4440000000605AEB4840000000004E2C4440000000A057EB484000000020532C44400000000056EB484000000060562C44400000006055EB484000000040562C4440000000A054EB484000000080572C44400000004055EB4840000000A0572C44400000008053EB4840000000205B2C4440000000A057EB4840000000605C2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153783538,1658869497
790,,,,,,,,0103000020E610000001000000050000000000008077EB4840000000E0532C4440000000C072EB4840000000A0522C4440000000C070EB484000000000572C4440000000A075EB484000000040582C44400000008077EB4840000000E0532C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249205084,1658352119
791,,,,,,,,0103000020E61000000100000006000000000000C064EB4840000000005C2C4440000000805FEB4840000000605A2C4440000000405DEB4840000000A05E2C4440000000C05BEB4840000000A0612C4440000000E060EB484000000020632C4440000000C064EB4840000000005C2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,249222471,1658352119
792,,,,,,,,0103000020E6100000010000000F000000000000A052EB4840000000A0602C4440000000C051EB484000000060622C4440000000A053EB4840000000E0622C44400000000054EB484000000040622C44400000008055EB4840000000C0622C44400000000056EB4840000000E0612C44400000008058EB484000000080622C4440000000805AEB4840000000A0612C4440000000C05BEB4840000000A0612C4440000000405DEB4840000000A05E2C44400000000053EB4840000000805B2C4440000000C050EB4840000000205C2C44400000004050EB4840000000005C2C4440000000804EEB4840000000605F2C4440000000A052EB4840000000A0602C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,153783537,1331125048
793,,,,,,,,0103000020E61000000100000009000000000000403AEB4840000000C06D2C44400000002048EB4840000000405B2C4440000000603AEB484000000040552C4440000000C02EEB4840000000C0642C44400000002034EB484000000000672C44400000002036EB484000000060642C44400000000039EB4840000000A0652C4440000000C034EB4840000000606B2C4440000000403AEB4840000000C06D2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,"{""building"": ""apartments""}",370709071,1704098254
794,,,,,,,,0103000020E61000000100000007000000000000202EEB4840000000E0442C4440000000C02EEB4840000000E0432C4440000000C030EB4840000000A0442C44400000000032EB4840000000A0422C4440000000E02BEB484000000080402C4440000000202AEB484000000080432C4440000000202EEB4840000000E0442C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,1082421372,1659133747
795,,,,,,,,0103000020E610000001000000090000000000008005EB4840000000804E2C4440000000E004EB4840000000404F2C44400000002007EB484000000060502C44400000006009EB4840000000804D2C44400000000007EB4840000000804C2C4440000000C013EB4840000000603C2C4440000000000EEB4840000000C0392C4440000000A0FFEA4840000000C04B2C44400000008005EB4840000000804E2C4440,2025-02-23 03:14:27.516270,2025-02-23 03:14:27.516270,,730282640,1658866083
